['bright', 'green', 'action', 'black', 'dark']
['beach', 'umbrellas', 'chairs', 'water', 'ocean']
['dogs', 'screen', 'commuter', 'cellphone', 'signs']
['purple', 'wearing', 'gear', 'holding', 'pink']
['blue', 'corner', 'traveling', 'bus', 'car']
['men', 'people', 'standing', 'suits', 'business']
['holding', 'woman', 'pink', 'umbrella', 'girl']
['gray', 'sitting', 'plain', 'black', 'brown']
['picture', 'talking', 'wearing', 'cover', 'man']
['yellow', 'shaped', 'sign', 'street', 'sitting']
['standing', 'woman', 'holding', 'blue', 'young']
['man', 'controller', 'white', 'young', 'shirt']
['keyboard', 'apple', 'desk', 'sitting', 'desktop']
['poles', 'luggage', 'bags', 'line', 'court']
['group', 'standing', 'uniforms', 'men', 'people']
['sky', 'cloudy', 'dark', 'snowy', 'poles']
['wall', 'sitting', 'bottles', 'standing', 'near']
['screen', 'tv', 'woman', 'video', 'wii']
['baseball', 'uniforms', 'players', 'ball', 'field']
['wearing', 'woman', 'hair', 'pretty', 'hat']
['little', 'shirt', 'child', 'young', 'holding']
['bathroom', 'sitting', 'woman', 'bed', 'takes']
['building', 'large', 'near', 'city', 'clock']
['sunset', 'sun', 'airplane', 'trees', 'view']
['man', 'posing', 'smiling', 'wearing', 'holding']
['scissors', 'commercial', 'picture', 'bunch', 'sky']
['bathroom', 'clocks', 'showing', 'screen', 'picture']
['table', 'girls', 'sitting', 'apple', 'food']
['staring', 'wearing', 'woman', 'man', 'looking']
['bathroom', 'eyes', 'clocks', 'office', 'picture']
['car', 'parked', 'parking', 'silver', 'vehicle']
['motor', 'jumping', 'lawn', 'air', 'sign']
['smart', 'commercial', 'man', 'pool', 'says']
['car', 'parked', 'airplane', 'stopped', 'passenger']
['paper', 'picture', 'white', 'potatoes', 'birds']
['commercial', 'sky', 'yellow', 'white', 'pole']
['man', 'red', 'wearing', 'suit', 'picture']
['man', 'woman', 'table', 'cell', 'food']
['pictures', 'photos', 'picture', 'event', 'pitcher']
['clocks', 'photos', 'people', 'man', 'standing']
['standing', 'man', 'jacket', 'men', 'wearing']
['landing', 'picture', 'paper', 'birds', 'flock']
['snow', 'snowy', 'mountain', 'skiing', 'mountains']
['painting', 'picture', 'man', 'photo', 'background']
['black', 'man', 'surfboard', 'walking', 'standing']
['standing', 'old', 'picture', 'uniforms', 'holding']
['flock', 'birds', 'lines', 'displayed', 'held']
['parked', 'man', 'helmet', 'guy', 'black']
['bunch', 'table', 'tray', 'mug', 'sitting']
['bathroom', 'picture', 'bright', 'eyes', 'vintage']
['men', 'group', 'clothes', 'people', 'standing']
['someones', 'teddy', 'teeth', 'wearing', 'scissors']
['posing', 'women', 'woman', 'standing', 'group']
['screen', 'pillow', 'things', 'pictures', 'picture']
['eyes', 'pink', 'picture', 'bright', 'sky']
['outfit', 'head', 'wearing', 'mouth', 'man']
['green', 'blue', 'sitting', 'table', 'cup']
['wearing', 'tie', 'purple', 'suit', 'woman']
['player', 'ball', 'men', 'cell', 'holding']
['holding', 'standing', 'photo', 'black', 'man']
['branch', 'vegetable', 'sink', 'air', 'white']
['player', 'man', 'bench', 'holding', 'black']
['man', 'posing', 'older', 'smiling', 'takes']
['picture', 'snowy', 'bright', 'tan', 'sky']
['blue', 'signs', 'sign', 'street', 'screen']
['black', 'reaching', 'green', 'photo', 'wearing']
['photo', 'white', 'snow', 'bunch', 'dress']
['sign', 'sitting', 'white', 'street', 'tree']
['ties', 'man', 'men', 'suits', 'standing']
['sitting', 'cake', 'piece', 'man', 'wedding']
['pastry', 'potatoes', 'picture', 'scissors', 'ripe']
['posing', 'woman', 'standing', 'holding', 'women']
['dress', 'standing', 'red', 'woman', 'pink']
['night', 'horse', 'blue', 'people', 'dress']
['scissors', 'drawn', 'vintage', 'kites', 'picture']
['smart', 'picture', 'perched', 'showing', 'bathroom']
['scissors', 'bathroom', 'picture', 'commuter', 'sign']
['blue', 'sailing', 'screen', 'sky', 'eyes']
['pictures', 'photos', 'picture', 'photo', 'sitting']
['screen', 'beneath', 'bathroom', 'commuter', 'showing']
['woman', 'phone', 'hair', 'girl', 'picture']
['player', 'field', 'man', 'woman', 'shorts']
['eyes', 'sky', 'bathroom', 'sink', 'tan']
['man', 'photograph', 'picture', 'sign', 'shows']
['white', 'wearing', 'man', 'bathroom', 'young']
['park', 'walking', 'standing', 'path', 'field']
['sign', 'street', 'pole', 'blue', 'signs']
['smart', 'ripe', 'sign', 'screen', 'picture']
['man', 'men', 'standing', 'glasses', 'suit']
['flock', 'graffiti', 'sky', 'poles', 'signs']
['screen', 'green', 'surfboard', 'showing', 'scissors']
['bathroom', 'cellphone', 'picture', 'gray', 'phone']
['toilet', 'showing', 'screen', 'bathroom', 'electronic']
['posing', 'black', 'smiling', 'woman', 'holding']
['bathroom', 'picture', 'commuter', 'showing', 'vintage']
['apple', 'air', 'jumps', 'wearing', 'woman']
['city', 'buildings', 'river', 'background', 'large']
['green', 'tree', 'cut', 'sitting', 'close']
['eyes', 'bathroom', 'ripe', 'picture', 'black']
['skateboard', 'skate', 'patio', 'bird', 'white']
['man', 'posing', 'picture', 'camera', 'photo']
['purple', 'woman', 'posing', 'poses', 'wine']
['screen', 'flight', 'sign', 'black', 'photo']
['gray', 'water', 'lays', 'herd', 'lying']
['cat', 'black', 'laying', 'patio', 'camera']
['road', 'covered', 'jet', 'driving', 'winter']
['man', 'reading', 'standing', 'working', 'men']
['baseball', 'man', 'bun', 'player', 'red']
['picture', 'showing', 'commuter', 'scissors', 'office']
['man', 'controller', 'looking', 'young', 'wearing']
['picture', 'closeup', 'bright', 'screen', 'bathroom']
['sitting', 'boy', 'young', 'holding', 'couch']
['bathroom', 'picture', 'ripe', 'town', 'bird']
['woman', 'brushing', 'hair', 'teeth', 'young']
['man', 'posing', 'wearing', 'glasses', 'snowboarder']
['red', 'closeup', 'ketchup', 'white', 'mounted']
['man', 'wearing', 'glasses', 'face', 'head']
['bathroom', 'toilet', 'room', 'building', 'small']
['fence', 'wire', 'standing', 'field', 'giraffe']
['picture', 'man', 'blue', 'photo', 'white']
['photograph', 'photo', 'picture', 'old', 'black']
['doing', 'jumping', 'skateboard', 'frisbee', 'man']
['face', 'costume', 'woman', 'eyes', 'man']
['red', 'ball', 'holding', 'soccer', 'man']
['sign', 'bag', 'donuts', 'cooking', 'cute']
['water', 'boats', 'mountains', 'seen', 'background']
['baseball', 'hat', 'wearing', 'young', 'black']
['colorful', 'pool', 'colored', 'multi', 'blue']
['suit', 'man', 'business', 'wearing', 'picture']
['baseball', 'player', 'trick', 'man', 'skate']
['group', 'people', 'standing', 'rackets', 'pose']
['flock', 'lid', 'drawn', 'elephants', 'sitting']
['group', 'people', 'luggage', 'standing', 'large']
['planes', 'airplanes', 'book', 'flight', 'windows']
['man', 'sky', 'wearing', 'photo', 'looking']
['picture', 'showing', 'bird', 'house', 'screen']
['bathroom', 'tub', 'white', 'sitting', 'walls']
['chips', 'shelf', 'filled', 'red', 'lots']
['women', 'group', 'girls', 'uniforms', 'woman']
['brown', 'bear', 'sitting', 'black', 'camera']
['hillside', 'flying', 'bush', 'sign', 'professional']
['ripe', 'commuter', 'picture', 'alongside', 'sky']
['plate', 'fries', 'table', 'food', 'sitting']
['picture', 'showing', 'sitting', 'holding', 'apple']
['wearing', 'sitting', 'yellow', 'table', 'man']
['doorway', 'girl', 'baby', 'young', 'hair']
['man', 'sitting', 'black', 'hair', 'standing']
['wooden', 'tan', 'tie', 'black', 'floor']
['bathroom', 'vintage', 'picture', 'commuter', 'eyes']
['sign', 'street', 'man', 'blue', 'box']
['beach', 'woman', 'girl', 'ocean', 'water']
['green', 'table', 'sign', 'sitting', 'bunch']
['statue', 'face', 'glasses', 'pink', 'various']
['woman', 'beautiful', 'girl', 'lady', 'smiling']
['hat', 'wearing', 'green', 'brushing', 'himself']
['man', 'sitting', 'red', 'wearing', 'sits']
['produce', 'green', 'glove', 'pants', 'sitting']
['teddy', 'bear', 'chair', 'sitting', 'seated']
['woman', 'holding', 'pink', 'girl', 'purple']
['night', 'cars', 'traffic', 'car', 'lights']
['man', 'suits', 'men', 'business', 'talking']
['man', 'glasses', 'phone', 'cell', 'looking']
['truck', 'old', 'parked', 'parking', 'fashioned']
['woman', 'air', 'arms', 'man', 'tennis']
['sunset', 'beach', 'near', 'ocean', 'sun']
['showing', 'bright', 'picture', 'overhead', 'clocks']
['wave', 'red', 'cow', 'man', 'tie']
['bathroom', 'picture', 'cellphone', 'gray', 'eyes']
['man', 'talking', 'dark', 'wearing', 'picture']
['tie', 'wearing', 'man', 'phone', 'white']
['group', 'people', 'children', 'kids', 'standing']
['red', 'picture', 'man', 'sign', 'papers']
['car', 'street', 'road', 'driving', 'parked']
['eyes', 'bathroom', 'landing', 'commuter', 'clocks']
['fence', 'cage', 'metal', 'gate', 'enclosure']
['center', 'vase', 'picture', 'yellow', 'image']
['showing', 'blue', 'colors', 'smart', 'resting']
['bathroom', 'picture', 'photo', 'bird', 'black']
['pepperoni', 'pizzas', 'pizza', 'trays', 'pan']
['showing', 'picture', 'camera', 'vintage', 'photo']
['red', 'container', 'purple', 'plastic', 'colored']
['dress', 'woman', 'posing', 'poses', 'racket']
['mushrooms', 'picture', 'close', 'cabinet', 'background']
['sign', 'dark', 'boarder', 'black', 'eyes']
['man', 'head', 'camera', 'posing', 'face']
['car', 'sitting', 'vehicle', 'gray', 'black']
['ripe', 'picture', 'bright', 'bathroom', 'commercial']
['tv', 'screen', 'television', 'closeup', 'sign']
['bird', 'types', 'ball', 'flock', 'tennis']
['group', 'people', 'sitting', 'stand', 'wooden']
['sitting', 'sits', 'black', 'tree', 'trees']
['purple', 'dark', 'television', 'bath', 'pasture']
['bathroom', 'picture', 'eyes', 'ripe', 'gray']
['dog', 'red', 'wearing', 'dressed', 'small']
['posing', 'yellow', 'standing', 'holding', 'shirt']
['standing', 'near', 'street', 'man', 'woman']
['woman', 'talking', 'standing', 'wedding', 'suit']
['picture', 'men', 'standing', 'photograph', 'group']
['wearing', 'man', 'holding', 'little', 'talking']
['group', 'people', 'men', 'standing', 'pose']
['tie', 'wearing', 'girl', 'head', 'face']
['green', 'blue', 'sitting', 'table', 'cup']
['onions', 'table', 'hot', 'topped', 'dish']
['showing', 'sign', 'dark', 'screen', 'buildings']
['flock', 'television', 'tv', 'stall', 'structure']
['blue', 'dog', 'leash', 'black', 'broken']
['picture', 'clocks', 'bathroom', 'sign', 'phone']
['man', 'wii', 'person', 'shirt', 'holding']
['soccer', 'purple', 'field', 'uniform', 'grey']
['bathroom', 'ripe', 'commuter', 'alongside', 'eyes']
['green', 'nice', 'shirt', 'man', 'displayed']
['man', 'wearing', 'standing', 'wall', 'white']
['blue', 'stacked', 'showing', 'photograph', 'image']
['book', 'showing', 'nose', 'sitting', 'american']
['woman', 'dark', 'posing', 'shirt', 'young']
['purple', 'flower', 'showing', 'plant', 'walkway']
['man', 'woman', 'using', 'sitting', 'shirt']
['beach', 'man', 'woman', 'petting', 'sitting']
['people', 'group', 'night', 'lights', 'city']
['team', 'group', 'red', 'people', 'posing']
['sign', 'blue', 'road', 'showing', 'set']
['shirt', 'arms', 'standing', 'man', 'clean']
['bus', 'sign', 'television', 'sitting', 'display']
['young', 'woman', 'girl', 'wearing', 'hair']
['man', 'pictures', 'donut', 'holding', 'posing']
['pictures', 'photos', 'apples', 'pipe', 'doing']
['antique', 'old', 'wall', 'different', 'covered']
['stuffed', 'teddy', 'bear', 'animal', 'sitting']
['hat', 'man', 'wearing', 'shirt', 'doughnuts']
['woman', 'standing', 'women', 'young', 'lady']
['plant', 'sky', 'photograph', 'picture', 'mans']
['people', 'standing', 'man', 'airport', 'room']
['woman', 'blue', 'wearing', 'posing', 'phone']
['man', 'standing', 'men', 'holding', 'neck']
['shore', 'sitting', 'table', 'bread', 'water']
['pants', 'poses', 'woman', 'dressed', 'black']
['woman', 'girl', 'wearing', 'sitting', 'controller']
['men', 'man', 'standing', 'business', 'group']
['elephants', 'pole', 'rocks', 'close', 'white']
['color', 'people', 'photos', 'plants', 'sign']
['photos', 'asian', 'pictures', 'mans', 'boys']
['plate', 'yellow', 'green', 'food', 'colored']
['sitting', 'man', 'laptop', 'shirt', 'floor']
['colored', 'colorful', 'purple', 'wire', 'hanging']
['parked', 'large', 'military', 'truck', 'big']
['round', 'jump', 'right', 'cat', 'mouse']
['birds', 'white', 'flying', 'tree', 'picture']
['snow', 'winter', 'snowy', 'ocean', 'covered']
['group', 'children', 'people', 'farm', 'standing']
['concrete', 'hitting', 'large', 'close', 'sign']
['sign', 'gray', 'black', 'bathroom', 'eyes']
['man', 'skateboard', 'standing', 'young', 'wearing']
['motorcycles', 'people', 'motorcycle', 'bike', 'bicycle']
['paper', 'picture', 'trash', 'showing', 'snowboard']
['sheet', 'bathroom', 'beneath', 'photograph', 'bird']
['purple', 'pink', 'sign', 'baseball', 'bright']
['vase', 'boat', 'water', 'traveling', 'white']
['smiling', 'camera', 'woman', 'girls', 'picture']
['bathroom', 'sign', 'harbor', 'office', 'beneath']
['green', 'bathroom', 'bright', 'pickup', 'smart']
['holding', 'ice', 'women', 'people', 'street']
['woman', 'bathroom', 'toilet', 'girl', 'phone']
['blue', 'sign', 'giving', 'screen', 'white']
['group', 'standing', 'men', 'people', 'smile']
['wearing', 'person', 'man', 'outfit', 'black']
['player', 'hit', 'ball', 'holding', 'bat']
['bathroom', 'office', 'gray', 'fancy', 'eyes']
['ripe', 'picture', 'scissors', 'sky', 'black']
['multiple', 'remote', 'filled', 'umbrellas', 'shot']
['photograph', 'black', 'white', 'people', 'group']
['ripe', 'bathroom', 'boarder', 'things', 'picture']
['young', 'child', 'hair', 'smile', 'boy']
['smiling', 'wearing', 'smiles', 'striped', 'holding']
['sitting', 'various', 'set', 'room', 'red']
['water', 'city', 'trees', 'sitting', 'large']
['sitting', 'riding', 'man', 'rider', 'black']
['dog', 'mirror', 'brown', 'lays', 'laying']
['ladies', 'people', 'giant', 'using', 'women']
['night', 'cattle', 'group', 'crowd', 'man']
['black', 'sitting', 'photo', 'couple', 'white']
['knife', 'wearing', 'woman', 'sign', 'photograph']
['bathroom', 'picture', 'beneath', 'vintage', 'phone']
['heads', 'stuffed', 'animals', 'orange', 'sitting']
['man', 'wearing', 'older', 'posing', 'baseball']
['sitting', 'woman', 'bench', 'women', 'rest']
['variety', 'different', 'wall', 'trees', 'disc']
['bathroom', 'bright', 'eyes', 'picture', 'alongside']
['bathroom', 'pictures', 'picture', 'banana', 'vintage']
['holding', 'teddy', 'man', 'woman', 'drinking']
['player', 'professional', 'man', 'shot', 'tennis']
['close', 'table', 'topped', 'veggies', 'food']
['clocks', 'bird', 'bright', 'bathroom', 'showing']
['sign', 'says', 'writing', 'reads', 'large']
['blue', 'bus', 'man', 'standing', 'wearing']
['glasses', 'wearing', 'woman', 'staring', 'looking']
['man', 'sitting', 'couple', 'business', 'wearing']
['dog', 'brown', 'bed', 'lays', 'laying']
['smart', 'keyboard', 'showing', 'screen', 'resting']
['ripe', 'picture', 'eyes', 'sign', 'showing']
['woman', 'smiling', 'girl', 'smiles', 'young']
['colorful', 'screen', 'colors', 'brightly', 'bright']
['flying', 'sky', 'cloudy', 'blue', 'grassy']
['wearing', 'man', 'shirt', 'young', 'head']
['little', 'sitting', 'young', 'holding', 'child']
['water', 'sitting', 'silver', 'inside', 'glass']
['bathroom', 'picture', 'eyes', 'potatoes', 'commuter']
['people', 'man', 'hats', 'group', 'event']
['ocean', 'water', 'man', 'holding', 'umbrella']
['wave', 'riding', 'ocean', 'surfers', 'surfboards']
['young', 'man', 'holding', 'skateboard', 'game']
['flag', 'american', 'red', 'kite', 'bright']
['girls', 'children', 'purple', 'playing', 'video']
['sky', 'eyes', 'bathroom', 'bright', 'flying']
['writing', 'black', 'sign', 'white', 'blanket']
['showing', 'picture', 'kicking', 'donut', 'group']
['dog', 'black', 'standing', 'brown', 'looking']
['sky', 'pink', 'picture', 'wearing', 'various']
['tray', 'metal', 'close', 'multiple', 'sits']
['talking', 'using', 'phone', 'woman', 'cell']
['people', 'men', 'standing', 'group', 'building']
['group', 'people', 'men', 'sitting', 'table']
['man', 'sitting', 'holding', 'woman', 'chair']
['trees', 'field', 'grassy', 'green', 'near']
['pictures', 'colors', 'different', 'picture', 'color']
['truck', 'trailer', 'trucks', 'dock', 'bus']
['posing', 'hats', 'picture', 'smiling', 'poses']
['laptop', 'blue', 'dark', 'lit', 'cup']
['tie', 'man', 'wearing', 'jacket', 'suit']
['holding', 'cell', 'bat', 'getting', 'hit']
['photos', 'man', 'fancy', 'holding', 'showing']
['picture', 'wearing', 'glasses', 'man', 'holding']
['sign', 'picture', 'says', 'clocks', 'photo']
['hill', 'ocean', 'view', 'cows', 'people']
['sitting', 'man', 'cell', 'phone', 'using']
['sign', 'black', 'gray', 'dark', 'leaning']
['photos', 'commuter', 'flying', 'bright', 'birds']
['sign', 'truck', 'sitting', 'buildings', 'roof']
['catcher', 'sitting', 'people', 'playing', 'baseball']
['pointing', 'player', 'holding', 'man', 'male']
['ocean', 'screen', 'showing', 'new', 'black']
['posing', 'team', 'boys', 'young', 'players']
['clock', 'black', 'action', 'picture', 'white']
['net', 'photograph', 'bed', 'skateboarder', 'cattle']
['truck', 'parked', 'pickup', 'building', 'parking']
['crowd', 'group', 'people', 'man', 'event']
['tan', 'players', 'men', 'held', 'man']
['sky', 'view', 'cars', 'outside', 'blue']
['sitting', 'women', 'woman', 'man', 'photo']
['sweater', 'man', 'standing', 'person', 'male']
['man', 'field', 'glove', 'wearing', 'black']
['wearing', 'racket', 'dress', 'red', 'woman']
['smart', 'holding', 'sky', 'female', 'woman']
['wearing', 'tie', 'smiling', 'eyes', 'man']
['green', 'blue', 'sitting', 'table', 'cup']
['flight', 'showing', 'water', 'photograph', 'sitting']
['showing', 'picture', 'vintage', 'ceiling', 'cellphone']
['hill', 'sign', 'flowers', 'blue', 'white']
['picture', 'vintage', 'potatoes', 'alongside', 'bathroom']
['ties', 'police', 'carpet', 'picture', 'player']
['suit', 'tie', 'man', 'standing', 'wearing']
['hair', 'holding', 'woman', 'standing', 'black']
['smart', 'snowy', 'picture', 'bathroom', 'ripe']
['sort', 'pink', 'plain', 'round', 'purple']
['man', 'commercial', 'showing', 'photograph', 'people']
['working', 'green', 'sitting', 'yellow', 'trunk']
['man', 'phone', 'smiling', 'wearing', 'holding']
