['water', 'waters', 'dark', 'large', 'background']
['beds', 'man', 'bed', 'looking', 'standing']
['head', 'wearing', 'hat', 'holding', 'cap']
['black', 'picture', 'gray', 'sign', 'sky']
['black', 'dark', 'picture', 'buildings', 'photo']
['desk', 'sitting', 'near', 'man', 'room']
['photo', 'ripe', 'picture', 'bathroom', 'mouth']
['picture', 'ship', 'sky', 'things', 'flying']
['pictures', 'scissors', 'town', 'picture', 'alongside']
['flag', 'man', 'men', 'flags', 'red']
['stacked', 'sitting', 'wrapped', 'case', 'tan']
['colors', 'flower', 'red', 'vase', 'colorful']
['tv', 'signs', 'books', 'screen', 'sign']
['man', 'face', 'wearing', 'staring', 'head']
['commercial', 'picture', 'sky', 'plane', 'house']
['old', 'shows', 'crowd', 'open', 'away']
['flag', 'american', 'striped', 'red', 'white']
['held', 'face', 'wearing', 'painted', 'picture']
['showing', 'picture', 'smart', 'perched', 'landing']
['bunch', 'snowy', 'sign', 'blue', 'large']
['dark', 'black', 'arranged', 'sky', 'white']
['phone', 'man', 'cell', 'holding', 'sign']
['yellow', 'sign', 'night', 'bus', 'street']
['clocks', 'showing', 'surfboard', 'screen', 'beneath']
['appliances', 'banana', 'pictures', 'colors', 'screen']
['bathroom', 'glasses', 'picture', 'palm', 'black']
['tv', 'television', 'sitting', 'screen', 'flat']
['picture', 'surfing', 'photograph', 'drawn', 'various']
['wave', 'windows', 'blurry', 'rain', 'standing']
['book', 'sheet', 'sign', 'sitting', 'sits']
['sign', 'eyes', 'tarmac', 'clothes', 'black']
['scissors', 'sort', 'hair', 'bird', 'picture']
['sign', 'photo', 'black', 'white', 'paper']
['smart', 'potatoes', 'bathroom', 'banana', 'picture']
['people', 'photograph', 'picture', 'group', 'showing']
['picture', 'stuffed', 'motor', 'drawn', 'ladies']
['hole', 'window', 'toilet', 'riders', 'dog']
['scissors', 'black', 'zebras', 'picture', 'says']
['man', 'men', 'picture', 'suits', 'old']
['subway', 'contains', 'garage', 'airplane', 'overhead']
['ripe', 'bathroom', 'eyes', 'picture', 'gray']
['screen', 'pictures', 'showing', 'skateboard', 'commuter']
['man', 'shirt', 'blue', 'holding', 'wearing']
['picture', 'bathroom', 'bright', 'house', 'sky']
['man', 'picture', 'photo', 'black', 'player']
['metal', 'sitting', 'screen', 'water', 'laying']
['drawn', 'electric', 'patio', 'stuff', 'glasses']
['sign', 'floating', 'showing', 'sitting', 'large']
['sign', 'screen', 'sitting', 'machine', 'yellow']
['ripe', 'picture', 'sky', 'says', 'bright']
['showing', 'man', 'cover', 'reads', 'picture']
['pillows', 'legs', 'lays', 'man', 'wearing']
['green', 'eyes', 'bathroom', 'bunch', 'black']
['scissors', 'commercial', 'picture', 'bunch', 'sky']
['picture', 'player', 'says', 'vintage', 'drawn']
['person', 'hands', 'holding', 'sky', 'screen']
['wall', 'arranged', 'displaying', 'includes', 'blue']
['screen', 'television', 'tv', 'dark', 'pool']
['pizza', 'toppings', 'sitting', 'cooked', 'large']
['purple', 'sign', 'bright', 'pink', 'lights']
['sign', 'floors', 'bat', 'closed', 'reads']
['people', 'man', 'photo', 'black', 'children']
['traffic', 'light', 'stop', 'shaped', 'pole']
['sign', 'dogs', 'parking', 'sidewalk', 'wire']
['skateboarding', 'subway', 'wii', 'control', 'woman']
['pizza', 'oven', 'metal', 'box', 'ready']
['toddler', 'toys', 'book', 'tv', 'baby']
['dress', 'stuffed', 'signs', 'animal', 'electric']
['decorated', 'stopped', 'face', 'sitting', 'painting']
['ripe', 'bathroom', 'picture', 'bright', 'town']
['flock', 'birds', 'flying', 'animals', 'flight']
['green', 'blue', 'sitting', 'table', 'cup']
['bottles', 'blue', 'branches', 'sitting', 'bag']
['white', 'sink', 'plate', 'mug', 'closeup']
['black', 'features', 'photo', 'picture', 'wall']
['bed', 'curtain', 'metal', 'toilet', 'striped']
['room', 'large', 'sitting', 'things', 'chair']
['commercial', 'showing', 'man', 'face', 'picture']
['gray', 'towels', 'airplane', 'plane', 'control']
['pictures', 'showing', 'picture', 'screen', 'tan']
['dark', 'black', 'road', 'showing', 'picture']
['statue', 'stacked', 'kites', 'picture', 'girls']
['ripe', 'scissors', 'says', 'picture', 'commuter']
['laptop', 'table', 'screen', 'sitting', 'desk']
['tan', 'picture', 'smart', 'showing', 'flower']
['scissors', 'sign', 'dark', 'black', 'device']
['floors', 'says', 'showing', 'picture', 'different']
['vegetables', 'fries', 'carriage', 'yellow', 'basket']
['ripe', 'man', 'picture', 'photo', 'scissors']
['dark', 'sign', 'bush', 'chair', 'closed']
['tie', 'white', 'wearing', 'shirt', 'ear']
['bathroom', 'ripe', 'eyes', 'office', 'commuter']
['showing', 'picture', 'pictures', 'screen', 'vehicle']
['backpack', 'baseball', 'boarder', 'sign', 'floors']
['beach', 'women', 'woman', 'people', 'standing']
['bathroom', 'cover', 'sign', 'picture', 'commercial']
['television', 'tv', 'screen', 'brick', 'wine']
['old', 'large', 'train', 'black', 'container']
['polar', 'bear', 'teddy', 'swimming', 'water']
['picture', 'high', 'sign', 'bright', 'girls']
['dark', 'eyes', 'sign', 'black', 'showing']
['residential', 'sign', 'blue', 'showing', 'pink']
['commuter', 'picture', 'bathroom', 'town', 'bright']
['building', 'sitting', 'street', 'bench', 'fenced']
['man', 'tie', 'wearing', 'suit', 'black']
['skating', 'skate', 'bathroom', 'picture', 'wild']
['people', 'group', 'umbrellas', 'horses', 'men']
['appliances', 'showing', 'picture', 'people', 'various']
['gray', 'black', 'sign', 'picture', 'right']
['photograph', 'scissors', 'sign', 'lays', 'appears']
['case', 'display', 'stand', 'standing', 'smiles']
['ties', 'group', 'row', 'drinking', 'hats']
['bathroom', 'shorts', 'vegetable', 'office', 'eyes']
['sign', 'street', 'crossing', 'white', 'city']
['woman', 'people', 'standing', 'holding', 'room']
['monitors', 'tv', 'man', 'desk', 'television']
['red', 'lots', 'beneath', 'stacked', 'sink']
['flock', 'picture', 'birds', 'perched', 'smart']
['cars', 'highway', 'street', 'traffic', 'sign']
['player', 'baseball', 'holding', 'running', 'standing']
['remote', 'set', 'controller', 'picture', 'tv']
['putting', 'white', 'person', 'man', 'hand']
['airplanes', 'tree', 'water', 'lit', 'types']
['eyes', 'face', 'man', 'dark', 'holding']
['bottles', 'ties', 'wine', 'shelves', 'sitting']
['blue', 'luggage', 'bench', 'plastic', 'suitcase']
['bite', 'picture', 'tennis', 'man', 'showing']
['drawn', 'various', 'picture', 'image', 'bunch']
['sign', 'zebras', 'train', 'grey', 'different']
['decorated', 'stuffed', 'like', 'sky', 'female']
['ripe', 'picture', 'sky', 'commuter', 'says']
['smart', 'screen', 'showing', 'picture', 'potatoes']
['blue', 'showing', 'deep', 'screen', 'player']
['picture', 'pictures', 'smart', 'photo', 'showing']
['eyes', 'blue', 'purple', 'bright', 'bathroom']
['bathroom', 'picture', 'bright', 'banana', 'photo']
['talking', 'crowd', 'people', 'standing', 'cell']
['bathroom', 'clocks', 'bird', 'showing', 'office']
['red', 'ripe', 'picture', 'ski', 'showing']
['train', 'tracks', 'traveling', 'farm', 'yellow']
['shirt', 'man', 'face', 'closed', 'sitting']
['sign', 'skateboarding', 'building', 'pole', 'blue']
['girl', 'eats', 'young', 'cell', 'woman']
['bathroom', 'picture', 'cellphone', 'gray', 'eyes']
['man', 'talking', 'cover', 'sign', 'posing']
['hair', 'costume', 'pickup', 'woman', 'blue']
['picture', 'stuffed', 'motor', 'drawn', 'ladies']
['case', 'pair', 'fancy', 'bag', 'black']
['little', 'holding', 'small', 'young', 'child']
['man', 'ties', 'men', 'picture', 'glasses']
['screen', 'blue', 'different', 'sky', 'showing']
['man', 'smiling', 'picture', 'camera', 'shirt']
['head', 'like', 'makes', 'wearing', 'green']
['perched', 'picture', 'screen', 'smart', 'sticking']
['tennis', 'sign', 'zebras', 'playing', 'painting']
['man', 'posing', 'picture', 'camera', 'photo']
['luggage', 'airport', 'people', 'group', 'station']
['pictures', 'man', 'old', 'photos', 'picture']
['container', 'meter', 'green', 'red', 'wall']
['man', 'photo', 'pictures', 'photos', 'picture']
['screen', 'happy', 'donut', 'man', 'clocks']
['surfing', 'snowboard', 'screen', 'dark', 'white']
['tower', 'clock', 'city', 'building', 'commuter']
['picture', 'standing', 'hats', 'animals', 'old']
['sitting', 'silver', 'ground', 'parked', 'black']
['bear', 'mouse', 'phone', 'sign', 'white']
['baby', 'young', 'camera', 'small', 'boy']
['trees', 'path', 'track', 'buildings', 'building']
['photos', 'pie', 'man', 'pictures', 'people']
['skateboarding', 'ship', 'pitcher', 'person', 'picture']
['parked', 'parking', 'cars', 'lot', 'vehicles']
['sign', 'scissors', 'posing', 'displaying', 'commercial']
['ripe', 'picture', 'eyes', 'gray', 'bathroom']
['clocks', 'sitting', 'electronic', 'metal', 'box']
['people', 'sitting', 'standing', 'man', 'group']
['picture', 'photo', 'showing', 'black', 'window']
['television', 'wii', 'playing', 'game', 'tv']
['sky', 'zebras', 'baked', 'birds', 'wild']
['bear', 'model', 'assorted', 'dogs', 'bathroom']
['pictures', 'scissors', 'town', 'picture', 'alongside']
['grass', 'sign', 'dry', 'tall', 'large']
['sunglasses', 'blue', 'woman', 'wearing', 'standing']
['picture', 'cabinet', 'photo', 'banana', 'cellphone']
['sign', 'man', 'person', 'hand', 'cover']
['color', 'posing', 'sign', 'picture', 'zebras']
['man', 'ties', 'suit', 'wearing', 'dress']
['showing', 'picture', 'bright', 'vintage', 'photo']
['woman', 'lady', 'holding', 'smiling', 'hair']
['screen', 'green', 'elephants', 'left', 'resting']
['bathroom', 'sign', 'picture', 'vintage', 'gray']
['sign', 'blue', 'glove', 'town', 'building']
['posing', 'woman', 'smiling', 'snowboarding', 'camera']
['palm', 'trees', 'sun', 'sky', 'tree']
['man', 'tie', 'suit', 'wearing', 'picture']
['boarder', 'picture', 'black', 'smart', 'sky']
['scissors', 'sky', 'eyes', 'bright', 'black']
['commuter', 'picture', 'showing', 'screen', 'appliances']
['holding', 'standing', 'adults', 'picture', 'man']
['breakfast', 'sale', 'pastries', 'shaped', 'book']
['suitcase', 'luggage', 'office', 'sitting', 'case']
['ripe', 'eyes', 'airplane', 'includes', 'picture']
['green', 'brick', 'books', 'sitting', 'hanging']
['picture', 'bathroom', 'eyes', 'ripe', 'bright']
['sign', 'new', 'business', 'picture', 'night']
['reads', 'reading', 'business', 'man', 'old']
['stone', 'sign', 'sitting', 'baked', 'pointing']
['man', 'games', 'color', 'photos', 'picture']
['outside', 'restaurant', 'food', 'large', 'wall']
['showing', 'left', 'signs', 'mouse', 'white']
['smart', 'screen', 'potatoes', 'sign', 'resting']
['signs', 'directions', 'sign', 'different', 'dog']
['towels', 'bed', 'closed', 'curtain', 'room']
['sign', 'clock', 'pavement', 'hillside', 'road']
['man', 'photograph', 'surfboard', 'boy', 'holding']
['girl', 'woman', 'talking', 'hair', 'young']
['bright', 'filled', 'wet', 'lights', 'seen']
['snow', 'snowy', 'covered', 'curb', 'trees']
['ripe', 'eyes', 'commuter', 'sign', 'elephants']
['tower', 'clock', 'large', 'sky', 'building']
['tv', 'television', 'set', 'screen', 'laying']
['pillows', 'blue', 'lit', 'swing', 'couch']
['bathroom', 'office', 'shorts', 'gray', 'baseball']
['car', 'herd', 'parked', 'man', 'road']
['sign', 'black', 'eyes', 'dark', 'baseball']
['screen', 'green', 'surfboard', 'showing', 'scissors']
['sign', 'says', 'wine', 'reading', 'book']
['picture', 'kites', 'bathroom', 'photos', 'flying']
['sign', 'says', 'reading', 'people', 'graffiti']
['brick', 'picture', 'tiled', 'face', 'smiling']
['cup', 'chocolate', 'painted', 'writing', 'bird']
['clocks', 'multiple', 'different', 'sign', 'vintage']
['sign', 'red', 'hillside', 'showing', 'display']
['ripe', 'sky', 'picture', 'gray', 'black']
['scissors', 'sign', 'black', 'picture', 'sky']
['wearing', 'posing', 'tie', 'man', 'standing']
['people', 'group', 'holding', 'crowd', 'photos']
['showing', 'picture', 'photo', 'man', 'different']
['model', 'people', 'picture', 'resting', 'sitting']
['group', 'wall', 'platform', 'standing', 'flying']
['sign', 'truck', 'sitting', 'buildings', 'roof']
['picture', 'screen', 'different', 'kicking', 'pictures']
['standing', 'pictures', 'group', 'people', 'posing']
['man', 'picture', 'eyes', 'phone', 'wearing']
['man', 'wearing', 'standing', 'neck', 'smart']
['man', 'wearing', 'picture', 'happy', 'person']
['woman', 'face', 'wearing', 'holding', 'picture']
['boy', 'young', 'wave', 'child', 'teeth']
['painting', 'showing', 'carrots', 'sign', 'farm']
['red', 'sitting', 'men', 'white', 'standing']
['vintage', 'picture', 'cover', 'book', 'beach']
['cute', 'sitting', 'wearing', 'small', 'dressed']
['surfboard', 'people', 'seated', 'picture', 'photograph']
['sky', 'picture', 'commuter', 'scissors', 'gray']
['man', 'camera', 'wearing', 'shows', 'making']
['man', 'cap', 'glasses', 'wearing', 'person']
['woman', 'arms', 'cat', 'white', 'tie']
['sitting', 'bag', 'bathroom', 'floor', 'piece']
['sign', 'blue', 'surfing', 'directions', 'writing']
['waiting', 'train', 'sidewalk', 'near', 'platform']
['red', 'wearing', 'man', 'hand', 'person']
['sign', 'eyes', 'picture', 'wall', 'different']
['water', 'sun', 'lake', 'body', 'sunset']
['book', 'sink', 'grazing', 'water', 'different']
['man', 'cap', 'happy', 'picture', 'window']
['book', 'sleeping', 'lays', 'chair', 'sitting']
['green', 'sign', 'signs', 'commuter', 'book']
['dark', 'tarmac', 'sailing', 'black', 'road']
['box', 'sitting', 'boxes', 'new', 'desk']
['child', 'little', 'holding', 'young', 'small']
['field', 'green', 'road', 'middle', 'large']
['sign', 'park', 'keyboard', 'signs', 'colors']
['bathroom', 'sign', 'harbor', 'office', 'beneath']
['writing', 'picture', 'graffiti', 'black', 'sitting']
['man', 'wearing', 'picture', 'posing', 'eyes']
['racket', 'style', 'old', 'sitting', 'parking']
['wearing', 'young', 'posing', 'asian', 'red']
['pickup', 'screen', 'touching', 'pasture', 'blue']
['man', 'camera', 'smiling', 'posing', 'picture']
['sheep', 'red', 'white', 'like', 'decorated']
['screen', 'pool', 'bright', 'tv', 'decorated']
['bike', 'man', 'people', 'person', 'bags']
['cat', 'teeth', 'staring', 'camera', 'face']
['country', 'clouds', 'stuffed', 'dessert', 'sitting']
['photo', 'picture', 'pictures', 'scissors', 'ear']
['woman', 'jacket', 'wearing', 'girl', 'suit']
['night', 'lights', 'dark', 'bright', 'airplane']
['man', 'glasses', 'older', 'looking', 'wearing']
['woman', 'subway', 'holding', 'standing', 'dress']
['bathroom', 'sign', 'eyes', 'beneath', 'commuter']
['man', 'decorative', 'jacket', 'bananas', 'yellow']
['commuter', 'showing', 'surfboard', 'bright', 'picture']
['sea', 'commercial', 'motorcycle', 'sign', 'ripe']
['book', 'bed', 'umbrella', 'sitting', 'people']
['potatoes', 'smart', 'screen', 'bathroom', 'picture']
['showing', 'ship', 'screen', 'picture', 'bathroom']
['scissors', 'sign', 'town', 'dark', 'baseball']
['picture', 'commuter', 'showing', 'scissors', 'bathroom']
['bird', 'showing', 'white', 'small', 'photo']
['yellow', 'beach', 'left', 'flying', 'large']
['man', 'wearing', 'picture', 'sunglasses', 'showing']
['sign', 'black', 'dark', 'gray', 'sunset']
['sign', 'dark', 'black', 'large', 'pasture']
['man', 'giant', 'sign', 'shop', 'guys']
['pictures', 'picture', 'photos', 'ties', 'showing']
['bathroom', 'bright', 'commercial', 'picture', 'cover']
['bathroom', 'picture', 'eyes', 'showing', 'vintage']
['bed', 'blanket', 'man', 'eaten', 'red']
['drawn', 'graffiti', 'red', 'picture', 'various']
['man', 'camera', 'posing', 'wearing', 'smiling']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['sky', 'black', 'blurry', 'picture', 'white']
['flowers', 'vase', 'flower', 'filled', 'colorful']
['bus', 'sign', 'television', 'sitting', 'display']
['ripe', 'gray', 'sign', 'black', 'picture']
['pictures', 'phone', 'woman', 'holding', 'cellphone']
['airplanes', 'flock', 'planes', 'picture', 'paper']
['bathroom', 'picture', 'alongside', 'town', 'bright']
['sign', 'road', 'black', 'picture', 'center']
['people', 'group', 'large', 'room', 'standing']
['dark', 'man', 'camera', 'picture', 'smiling']
['sign', 'air', 'picture', 'photograph', 'showing']
['landing', 'picture', 'birds', 'photo', 'showing']
['brushing', 'children', 'hats', 'posing', 'ties']
['picture', 'cross', 'coffee', 'crossing', 'sign']
['old', 'white', 'benches', 'riding', 'photo']
['man', 'picture', 'face', 'wearing', 'posing']
['yellow', 'sign', 'standing', 'people', 'man']
['pictures', 'photos', 'train', 'showing', 'picture']
['signs', 'man', 'sign', 'store', 'reading']
['sign', 'ear', 'black', 'baseball', 'cup']
['chocolate', 'decorated', 'surf', 'shop', 'decorative']
['ripe', 'eyes', 'picture', 'gray', 'black']
['sign', 'writing', 'picture', 'commuter', 'vintage']
['ear', 'man', 'person', 'appears', 'head']
['sky', 'picture', 'bright', 'black', 'commercial']
['wooden', 'box', 'sitting', 'wood', 'boxes']
['woman', 'hair', 'women', 'costume', 'standing']
['eyes', 'bathroom', 'closed', 'screen', 'mouse']
['black', 'table', 'new', 'sitting', 'filled']
['sitting', 'box', 'chocolate', 'brown', 'new']
['like', 'laptop', 'chair', 'display', 'picture']
['stairs', 'steps', 'striped', 'fence', 'sitting']
['truck', 'pickup', 'parked', 'road', 'building']
['man', 'face', 'american', 'photo', 'screen']
['model', 'pictures', 'bat', 'face', 'picture']
['kites', 'skateboards', 'skiers', 'stop', 'flying']
['dark', 'black', 'town', 'scissors', 'picture']
['meter', 'cover', 'pink', 'motor', 'painted']
['city', 'buildings', 'tall', 'clock', 'large']
['mother', 'vintage', 'pictures', 'shaped', 'picture']
['tie', 'man', 'suit', 'wearing', 'posing']
['woman', 'girl', 'hair', 'pretty', 'beautiful']
['building', 'city', 'house', 'old', 'white']
['airplanes', 'holding', 'hand', 'pose', 'sign']
['beach', 'flying', 'sitting', 'ship', 'kind']
['cover', 'decorated', 'painted', 'picture', 'tv']
['photo', 'air', 'spoon', 'image', 'book']
['french', 'cake', 'platform', 'pie', 'table']
['cat', 'striped', 'grey', 'looking', 'eyes']
['picture', 'zebras', 'potatoes', 'birds', 'smart']
['boarder', 'sign', 'baseball', 'black', 'pillows']
['yellow', 'train', 'sign', 'track', 'riding']
['farm', 'pond', 'large', 'field', 'grass']
['cat', 'white', 'sitting', 'kitten', 'black']
